Time,Enterprise_1_X,Enterprise_1_Y,Enterprise_2_X,Enterprise_2_Y
0.0,-5.0,-5.0,5.0,5.0
0.1,-4.928352881189521,-4.930238331684534,4.930292160670819,4.928300508118557
0.2,-4.8567057623790415,-4.860476663369068,4.860584321341639,4.856601016237114
0.30000000000000004,-4.785058643568562,-4.790714995053602,4.790876482012458,4.784901524355671
0.4,-4.713411524758083,-4.720953326738135,4.721168642683278,4.7132020324742285
0.5,-4.641764405947604,-4.651191658422668,4.651460803354097,4.641502540592786
0.6000000000000001,-4.5701172871371245,-4.5814299901072015,4.581752964024917,4.569803048711343
0.7000000000000001,-4.498470168326645,-4.511668321791735,4.512045124695736,4.4981035568299
0.8,-4.426823049516166,-4.441906653476268,4.4423372853665555,4.426404064948457
0.9,-4.355175930705687,-4.372144985160801,4.372629446037375,4.354704573067014
1.0,-4.2835288118952075,-4.302383316845335,4.302921606708194,4.283005081185571
1.1,-4.211881693084728,-4.232621648529868,4.233213767379014,4.2113055893041285
1.2000000000000002,-4.140234574274249,-4.162859980214402,4.163505928049833,4.139606097422686
1.3,-4.06858745546377,-4.0930983118989355,4.093798088720653,4.067906605541243
1.4000000000000001,-3.996940336653291,-4.023336643583469,4.024090249391472,3.9962071136598
1.5,-3.925293217842812,-3.9535749752680025,3.9543824100622915,3.924507621778357
1.6,-3.8536460990323333,-3.8838133069525362,3.884674570733111,3.852808129896914
1.7000000000000002,-3.7819989802218545,-3.81405163863707,3.8149667314039304,3.7811086380154713
1.8,-3.7103518614113757,-3.7442899703216037,3.74525889207475,3.7094091461340284
1.9000000000000001,-3.638704742600897,-3.6745283020061374,3.6755510527455693,3.6377096542525855
2.0,-3.567057623790418,-3.604766633690671,3.6058432134163887,3.5660101623711427
2.1,-3.4954105049799393,-3.535004965375205,3.536135374087208,3.4943106704897
2.2,-3.4237633861694605,-3.4652432970597387,3.4664275347580276,3.422611178608257
2.3000000000000003,-3.3521162673589817,-3.3954816287442724,3.396719695428847,3.350911686726814
2.4000000000000004,-3.280469148548503,-3.325719960428806,3.3270118560996664,3.279212194845371
2.5,-3.208822029738024,-3.25595829211334,3.257304016770486,3.2075127029639283
2.6,-3.1371749109275453,-3.1861966237978736,3.1875961774413053,3.1358132110824855
2.7,-3.0655277921170665,-3.1164349554824073,3.1178883381121247,3.0641137192010426
2.8000000000000003,-2.9938806733065877,-3.046673287166941,3.048180498782944,2.9924142273195997
2.9000000000000004,-2.922233554496109,-2.976911618851475,2.9784726594537636,2.920714735438157
3.0,-2.85058643568563,-2.9071499505360086,2.908764820124583,2.849015243556714
3.1,-2.7789393168751513,-2.8373882822205423,2.8390569807954025,2.777315751675271
3.2,-2.7072921980646725,-2.767626613905076,2.769349141466222,2.7056162597938282
3.3000000000000003,-2.6356450792541937,-2.6978649455896098,2.6996413021370413,2.6339167679123854
3.4000000000000004,-2.563997960443715,-2.6281032772741435,2.6299334628078608,2.5622172760309425
3.5,-2.492350841633236,-2.5583416089586772,2.56022562347868,2.4905177841494996
3.6,-2.4207037228227573,-2.488579940643211,2.4905177841494996,2.418818292268057
3.7,-2.3490566040122784,-2.4188182723277447,2.420809944820319,2.347118800386614
3.8000000000000003,-2.2774094852017996,-2.3490566040122784,2.3511021054911385,2.275419308505171
3.9000000000000004,-2.205762366391321,-2.279294935696812,2.281394266161958,2.203719816623728
4.0,-2.134115247580842,-2.209533267381346,2.2116864268327774,2.1320203247422853
4.1000000000000005,-2.0624681287703632,-2.1397715990658797,2.141978587503597,2.0603208328608424
4.2,-1.9908210099598844,-2.0700099307504134,2.0722707481744163,1.9886213409793994
4.3,-1.9191738911494056,-2.000248262434947,2.0025629088452357,1.9169218490979563
4.4,-1.8475267723389268,-1.9304865941194809,1.932855069516055,1.8452223572165132
4.5,-1.775879653528448,-1.8607249258040146,1.8631472301868741,1.77352286533507
4.6000000000000005,-1.7042325347179692,-1.7909632574885483,1.7934393908576933,1.701823373453627
4.7,-1.6325854159074904,-1.721201589173082,1.7237315515285125,1.630123881572184
4.800000000000001,-1.5609382970970116,-1.6514399208576158,1.6540237121993318,1.5584243896907408
4.9,-1.4892911782865326,-1.5816782525421496,1.584315872870151,1.4867248978092977
5.0,-1.4176440594760535,-1.5119165842266833,1.51460803354097,1.4150254059278549
5.1000000000000005,-1.3459969406655745,-1.442154915911217,1.4449001942117896,1.3433259140464116
5.2,-1.2743498218550955,-1.3723932475957508,1.51460803354097,1.4150254059278549
5.300000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
5.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
5.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
5.6000000000000005,-1.2,-1.3,1.51460803354097,1.4150254059278549
5.7,-1.2,-1.3,1.4449001942117896,1.3433259140464116
5.800000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
5.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
6.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
6.1000000000000005,-1.2,-1.3,1.4449001942117896,1.3433259140464116
6.2,-1.2,-1.3,1.51460803354097,1.4150254059278549
6.300000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
6.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
6.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
6.6000000000000005,-1.2,-1.3,1.51460803354097,1.4150254059278549
6.7,-1.2,-1.3,1.4449001942117896,1.3433259140464116
6.800000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
6.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
7.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
7.1000000000000005,-1.2,-1.3,1.4449001942117896,1.3433259140464116
7.2,-1.2,-1.3,1.51460803354097,1.4150254059278549
7.300000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
7.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
7.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
7.6000000000000005,-1.2,-1.3,1.51460803354097,1.4150254059278549
7.7,-1.2,-1.3,1.4449001942117896,1.3433259140464116
7.800000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
7.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
8.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
8.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
8.200000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
8.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
8.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
8.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
8.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
8.700000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
8.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
8.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
9.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
9.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
9.200000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
9.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
9.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
9.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
9.600000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
9.700000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
9.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
9.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
10.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
10.100000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
10.200000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
10.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
10.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
10.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
10.600000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
10.700000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
10.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
10.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
11.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
11.100000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
11.200000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
11.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
11.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
11.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
11.600000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
11.700000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
11.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
11.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
12.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
12.100000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
12.200000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
12.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
12.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
12.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
12.600000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
12.700000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
12.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
12.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
13.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
13.100000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
13.200000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
13.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
13.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
13.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
13.600000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
13.700000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
13.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
13.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
14.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
14.100000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
14.200000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
14.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
14.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
14.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
14.600000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
14.700000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
14.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
14.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
15.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
15.100000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
15.200000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
15.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
15.4,-1.2,-1.3,1.51460803354097,1.4150254059278549
15.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
15.600000000000001,-1.2,-1.3,1.51460803354097,1.4150254059278549
15.700000000000001,-1.2,-1.3,1.4449001942117896,1.3433259140464116
15.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
15.9,-1.2,-1.3,1.4449001942117896,1.3433259140464116
16.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
16.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
16.2,-1.2,-1.3,1.51460803354097,1.4150254059278549
16.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
16.400000000000002,-1.2,-1.3,1.51460803354097,1.4150254059278549
16.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
16.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
16.7,-1.2,-1.3,1.4449001942117896,1.3433259140464116
16.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
16.900000000000002,-1.2,-1.3,1.4449001942117896,1.3433259140464116
17.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
17.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
17.2,-1.2,-1.3,1.51460803354097,1.4150254059278549
17.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
17.400000000000002,-1.2,-1.3,1.51460803354097,1.4150254059278549
17.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
17.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
17.7,-1.2,-1.3,1.4449001942117896,1.3433259140464116
17.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
17.900000000000002,-1.2,-1.3,1.4449001942117896,1.3433259140464116
18.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
18.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
18.2,-1.2,-1.3,1.51460803354097,1.4150254059278549
18.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
18.400000000000002,-1.2,-1.3,1.51460803354097,1.4150254059278549
18.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
18.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
18.7,-1.2,-1.3,1.4449001942117896,1.3433259140464116
18.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
18.900000000000002,-1.2,-1.3,1.4449001942117896,1.3433259140464116
19.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
19.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
19.200000000000003,-1.2,-1.3,1.51460803354097,1.4150254059278549
19.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
19.400000000000002,-1.2,-1.3,1.51460803354097,1.4150254059278549
19.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
19.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
19.700000000000003,-1.2,-1.3,1.4449001942117896,1.3433259140464116
19.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
19.900000000000002,-1.2,-1.3,1.4449001942117896,1.3433259140464116
20.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
20.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
20.200000000000003,-1.2,-1.3,1.51460803354097,1.4150254059278549
20.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
20.400000000000002,-1.2,-1.3,1.51460803354097,1.4150254059278549
20.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
20.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
20.700000000000003,-1.2,-1.3,1.4449001942117896,1.3433259140464116
20.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
20.900000000000002,-1.2,-1.3,1.4449001942117896,1.3433259140464116
21.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
21.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
21.200000000000003,-1.2,-1.3,1.51460803354097,1.4150254059278549
21.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
21.400000000000002,-1.2,-1.3,1.51460803354097,1.4150254059278549
21.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
21.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
21.700000000000003,-1.2,-1.3,1.4449001942117896,1.3433259140464116
21.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
21.900000000000002,-1.2,-1.3,1.4449001942117896,1.3433259140464116
22.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
22.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
22.200000000000003,-1.2,-1.3,1.51460803354097,1.4150254059278549
22.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
22.400000000000002,-1.2,-1.3,1.51460803354097,1.4150254059278549
22.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
22.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
22.700000000000003,-1.2,-1.3,1.4449001942117896,1.3433259140464116
22.8,-1.2,-1.3,1.51460803354097,1.4150254059278549
22.900000000000002,-1.2,-1.3,1.4449001942117896,1.3433259140464116
23.0,-1.2,-1.3,1.51460803354097,1.4150254059278549
23.1,-1.2,-1.3,1.4449001942117896,1.3433259140464116
23.200000000000003,-1.2,-1.3,1.51460803354097,1.4150254059278549
23.3,-1.2,-1.3,1.4449001942117896,1.3433259140464116
23.400000000000002,-1.2,-1.3,1.51460803354097,1.4150254059278549
23.5,-1.2,-1.3,1.4449001942117896,1.3433259140464116
23.6,-1.2,-1.3,1.51460803354097,1.4150254059278549
