Time (t),Market Demand M(t)
0.0,100.0
0.1,100.49357864376269
0.2,100.98489586948668
0.30000000000000004,101.47396298426214
0.4,101.96079123864385
0.5,102.44539182693374
0.6000000000000001,102.9277758874623
0.7000000000000001,103.40795450286832
0.8,103.88593870037741
0.9,104.36173945207906
1.0,104.83536767520232
1.1,105.30683423239006
1.2000000000000002,105.77614993197197
1.3,106.24332552823608
1.4000000000000001,106.70837172169898
1.5,107.17129915937467
1.6,107.63211843504209
1.7000000000000002,108.09084008951127
1.8,108.54747461088822
1.9000000000000001,109.00203243483838
2.0,109.4545239448489
2.1,109.90495947248948
2.2,110.35334929767195
2.3000000000000003,110.79970364890863
2.4000000000000004,111.24403270356923
2.5,111.68634658813663
2.6,112.1266553784613
2.7,112.56496910001445
2.8000000000000003,113.00129772813995
2.9000000000000004,113.43565118830492
3.0,113.86803935634917
3.1,114.29847205873331
3.2,114.72695907278563
3.3000000000000003,115.15351012694781
3.4000000000000004,115.57813490101927
3.5,116.00084302640049
3.6,116.42164408633491
3.7,116.84054761614976
3.8000000000000003,117.25756310349564
3.9000000000000004,117.6726999885849
4.0,118.08596766442881
4.1000000000000005,118.49737547707362
4.2,118.9069327258353
4.3,119.31464866353329
4.4,119.7205324967229
4.5,120.12459338592666
4.6000000000000005,120.52684044586451
4.7,120.92728274568277
4.800000000000001,121.32592930918206
4.9,121.72278911504395
5.0,122.11787109705664
5.1000000000000005,122.51118414433937
5.2,122.90273710156579
5.300000000000001,123.2925387691862
5.4,123.6805979036486
5.5,124.06692321761881
5.6000000000000005,124.45152338019926
5.7,124.83440701714692
5.800000000000001,125.21558271108994
5.9,125.59505900174335
6.0,125.97284438612361
6.1000000000000005,126.34894731876207
6.2,126.72337621191744
6.300000000000001,127.09613943578715
6.4,127.46724531871762
6.5,127.83670214741353
6.6000000000000005,128.20451816714606
6.7,128.57070158196004
6.800000000000001,128.93526055488007
6.9,129.2982032081156
7.0,129.65953762326507
7.1000000000000005,130.01927184151887
7.2,130.37741386386153
7.300000000000001,130.73397165127258
7.4,131.0889531249267
7.5,131.44236616639262
7.6000000000000005,131.79421861783132
7.7,132.14451828219293
7.800000000000001,132.49327292341286
7.9,132.8404902666068
8.0,133.18617799826487
8.1,133.53034376644476
8.200000000000001,133.87299518096384
8.3,134.21413981359044
8.4,134.553785198234
8.5,134.89193883113447
8.6,135.22860817105052
8.700000000000001,135.56380063944712
8.8,135.89752362068185
8.9,136.2297844621905
9.0,136.56059047467173
9.1,136.88994893227064
9.200000000000001,137.21786707276166
9.3,137.54435209773035
9.4,137.8694111727543
9.5,138.1930514275832
9.600000000000001,138.5152799563181
9.700000000000001,138.83610381758942
9.8,139.15553003473448
9.9,139.47356559597392
10.0,139.7902174545873
10.100000000000001,140.10549252908768
10.200000000000001,140.4193977033957
10.3,140.73193982701227
10.4,141.04312571519085
10.5,141.35296214910866
10.600000000000001,141.661455876037
10.700000000000001,141.96861360951078
10.8,142.27444202949732
10.9,142.57894778256403
11.0,142.8821374820455
11.100000000000001,143.18401770820967
11.200000000000001,143.48459500842313
11.3,143.78387589731562
11.4,144.08186685694378
11.5,144.37857433695387
11.600000000000001,144.67400475474403
11.700000000000001,144.96816449562536
11.8,145.26105991298238
11.9,145.5526973284327
12.0,145.8430830319859
12.100000000000001,146.13222328220144
12.200000000000001,146.420124306346
12.3,146.70679230054995
12.4,146.992233429963
12.5,147.27645382890907
12.600000000000001,147.55945960104052
12.700000000000001,147.8412568194914
12.8,148.12185152703017
12.9,148.40124973621135
13.0,148.67945742952674
13.100000000000001,148.95648055955564
13.200000000000001,149.2323250491145
13.3,149.50699679140567
13.4,149.7805016501655
13.5,150.0528454598116
13.600000000000001,150.3240340255896
13.700000000000001,150.59407312371883
13.8,150.86296850153752
13.9,151.13072587764722
14.0,151.39735094205648
14.100000000000001,151.6628493563238
14.200000000000001,151.92722675369987
14.3,152.19048873926917
14.4,152.45264089009075
14.5,152.71368875533832
14.600000000000001,152.97363785643975
14.700000000000001,153.2324936872158
14.8,153.49026171401806
14.9,153.74694737586643
15.0,154.00255608458565
15.100000000000001,154.25709322494137
15.200000000000001,154.51056415477544
15.3,154.76297420514044
15.4,155.01432868043372
15.5,155.26463285853063
15.600000000000001,155.51389199091716
15.700000000000001,155.76211130282186
15.8,156.00929599334717
15.9,156.25545123559993
16.0,156.50058217682155
16.1,156.74469393851717
16.2,156.98779161658442
16.3,157.22988028144144
16.400000000000002,157.47096497815429
16.5,157.71105072656366
16.6,157.9501425214111
16.7,158.1882453324644
16.8,158.42536410464254
16.900000000000002,158.6615037581399
17.0,158.89666918854988
17.1,159.1308652669879
17.2,159.36409684021388
17.3,159.5963687307538
17.400000000000002,159.82768573702114
17.5,160.05805263343726
17.6,160.2874741705514
17.7,160.51595507516006
17.8,160.7435000504258
17.900000000000002,160.97011377599532
18.0,161.1958009081171
18.1,161.42056607975837
18.2,161.64441390072153
18.3,161.86734895776
18.400000000000002,162.08937581469337
18.5,162.31049901252217
18.6,162.53072306954195
18.7,162.75005248145672
18.8,162.96849172149203
18.900000000000002,163.18604524050727
19.0,163.40271746710755
19.1,163.61851280775494
19.200000000000003,163.8334356468792
19.3,164.04749034698793
19.400000000000002,164.26068124877622
19.5,164.4730126712357
19.6,164.68448891176297
19.700000000000003,164.89511424626772
19.8,165.10489292928006
19.900000000000002,165.31382919405743
20.0,165.52192725269103
20.1,165.72919129621155
20.200000000000003,165.9356254946946
20.3,166.1412339973653
20.400000000000002,166.34602093270277
20.5,166.54999040854366
20.6,166.75314651218545
20.700000000000003,166.95549331048915
20.8,167.15703484998144
20.900000000000002,167.35777515695636
21.0,167.55771823757652
21.1,167.75686807797368
21.200000000000003,167.95522864434898
21.3,168.1528038830725
21.400000000000002,168.3495977207825
21.5,168.54561406448406
21.6,168.74085680164723
21.700000000000003,168.9353298003047
21.8,169.12903690914897
21.900000000000002,169.32198195762913
22.0,169.51416875604698
22.1,169.70560109565287
22.200000000000003,169.89628274874082
22.3,170.08621746874343
22.400000000000002,170.27540899032616
22.5,170.46386102948105
22.6,170.6515772836203
22.700000000000003,170.83856143166895
22.8,171.02481713415747
22.900000000000002,171.21034803331366
23.0,171.39515775315417
23.1,171.5792498995756
23.200000000000003,171.762628060445
23.3,171.94529580569017
23.400000000000002,172.1272566873892
23.5,172.30851423985987
23.6,172.48907197974827
23.700000000000003,172.66893340611736
23.8,172.8481020005347
23.900000000000002,173.02658122716008
24.0,173.20437453283242
24.1,173.3814853471565
24.200000000000003,173.55791708258909
24.3,173.7336731345246
24.400000000000002,173.90875688138053
24.5,174.0831716846823
24.6,174.25692088914766
24.700000000000003,174.43000782277082
24.8,174.60243579690595
24.900000000000002,174.77420810635053
25.0,174.94532802942797
25.1,175.11579882807013
25.200000000000003,175.2856237478992
25.3,175.45480601830923
25.400000000000002,175.6233488525473
25.5,175.7912554477943
25.6,175.95852898524518
25.700000000000003,176.1251726301889
25.8,176.291189532088
25.900000000000002,176.45658282465772
26.0,176.6213556259447
26.1,176.78551103840533
26.200000000000003,176.94905214898378
26.3,177.11198202918945
26.400000000000002,177.2743037351742
26.5,177.43602030780912
26.6,177.59713477276097
26.700000000000003,177.75765014056816
26.8,177.91756940671644
26.900000000000002,178.07689555171407
27.0,178.23563154116684
27.1,178.39378032585245
27.200000000000003,178.55134484179473
27.3,178.7083280103374
27.400000000000002,178.86473273821747
27.5,179.02056191763825
27.6,179.17581842634203
27.700000000000003,179.3305051276824
27.8,179.48462487069617
27.900000000000002,179.638180490175
28.0,179.7911748067365
28.1,179.94361062689532
28.200000000000003,180.09549074313347
28.3,180.2468179339705
28.400000000000002,180.3975949640335
28.5,180.54782458412626
28.6,180.69750953129866
28.700000000000003,180.8466525289153
28.8,180.995256286724
28.900000000000002,181.1433235009237
29.0,181.29085685423254
29.1,181.43785901595496
29.200000000000003,181.58433264204885
29.3,181.7302803751924
29.400000000000002,181.8757048448503
29.5,182.02060866734004
29.6,182.16499444589743
29.700000000000003,182.30886477074216
29.8,182.45222221914275
29.900000000000002,182.59506935548146
30.0,182.73740873131857
30.1,182.87924288545662
30.200000000000003,183.02057434400407
30.3,183.1614056204389
30.400000000000002,183.30173921567166
30.5,183.44157761810837
30.6,183.58092330371298
30.700000000000003,183.71977873606969
30.8,183.8581463664447
30.900000000000002,183.99602863384797
31.0,184.1334279650943
31.1,184.27034677486455
31.200000000000003,184.40678746576603
31.3,184.5427524283931
31.400000000000002,184.67824404138716
31.5,184.81326467149634
31.6,184.9478166736351
31.700000000000003,185.08190239094324
31.8,185.21552415484496
31.900000000000002,185.34868428510728
32.0,185.4813850898984
32.1,185.61362886584567
32.2,185.7454178980933
32.300000000000004,185.87675446035982
32.4,186.0076408149951
32.5,186.13807921303732
32.6,186.2680718942694
32.7,186.39762108727547
32.800000000000004,186.5267290094966
32.9,186.65539786728672
33.0,186.783629855968
33.1,186.911427159886
33.2,187.0387919524645
33.300000000000004,187.1657263962602
33.4,187.29223264301703
33.5,187.4183128337202
33.6,187.54396909864994
33.7,187.66920355743517
33.800000000000004,187.79401831910656
33.9,187.9184154821497
34.0,188.04239713455775
34.1,188.16596535388385
34.2,188.28912220729342
34.300000000000004,188.41186975161605
34.4,188.5342100333972
34.5,188.65614508894953
34.6,188.7776769444042
34.7,188.8988076157617
34.800000000000004,189.01953910894255
34.9,189.13987341983758
35.0,189.25981253435825
35.1,189.3793584284864
35.2,189.49851306832403
35.300000000000004,189.61727841014257
35.4,189.73565640043213
35.5,189.85364897595036
35.6,189.9712580637711
35.7,190.08848558133283
35.800000000000004,190.20533343648688
35.9,190.32180352754526
36.0,190.43789774332845
36.1,190.55361796321282
36.2,190.66896605717787
36.300000000000004,190.7839438858532
36.4,190.89855330056528
36.5,191.0127961433839
36.6,191.12667424716852
36.7,191.24018943561433
36.800000000000004,191.353343523298
36.9,191.46613831572338
37.0,191.57857560936674
37.1,191.69065719172198
37.2,191.80238484134557
37.300000000000004,191.91376032790114
37.4,192.02478541220404
37.5,192.13546184626554
37.6,192.24579137333683
37.7,192.35577572795287
37.800000000000004,192.46541663597594
37.9,192.574715814639
38.0,192.68367497258885
38.1,192.79229580992904
38.2,192.90058001826264
38.300000000000004,193.0085292807347
38.400000000000006,193.1161452720745
38.5,193.2234296586377
38.6,193.3303840984482
38.7,193.43701024123976
38.800000000000004,193.54330972849746
38.900000000000006,193.64928419349897
39.0,193.7549352613556
39.1,193.86026454905303
39.2,193.96527366549208
39.300000000000004,194.06996421152905
39.400000000000006,194.17433778001595
39.5,194.2783959558405
39.6,194.38214031596604
39.7,194.48557242947106
39.800000000000004,194.58869385758868
39.900000000000006,194.6915061537458
40.0,194.79401086360224
40.1,194.89620952508952
40.2,194.99810366844946
40.300000000000004,195.09969481627272
40.400000000000006,195.20098448353696
40.5,195.30197417764498
40.6,195.40266539846257
40.7,195.50305963835618
40.800000000000004,195.60315838223042
40.900000000000006,195.7029631075654
41.0,195.8024752844538
41.1,195.90169637563787
41.2,196.00062783654613
41.300000000000004,196.09927111532997
41.400000000000006,196.1976276529
41.5,196.29569888296226
41.6,196.39348623205433
41.7,196.49099111958105
41.800000000000004,196.58821495785023
41.900000000000006,196.68515915210818
42.0,196.78182510057493
42.1,196.87821419447945
42.2,196.97432781809457
42.300000000000004,197.07016734877172
42.400000000000006,197.1657341569756
42.5,197.26102960631854
42.6,197.3560550535949
42.7,197.45081184881496
42.800000000000004,197.54530133523903
42.900000000000006,197.6395248494111
43.0,197.7334837211924
43.1,197.8271792737949
43.2,197.9206128238145
43.300000000000004,198.01378568126412
43.400000000000006,198.10669914960658
43.5,198.19935452578744
43.6,198.2917531002675
43.7,198.38389615705526
43.800000000000004,198.4757849737392
43.900000000000006,198.56742082151982
44.0,198.65880496524164
44.1,198.74993866342498
44.2,198.8408231682975
44.300000000000004,198.93145972582576
44.400000000000006,199.0218495757465
44.5,199.11199395159773
44.6,199.2018940807498
44.7,199.29155118443623
44.800000000000004,199.38096647778434
44.900000000000006,199.47014116984582
45.0,199.5590764636271
45.1,199.64777355611957
45.2,199.73623363832968
45.300000000000004,199.82445789530885
45.400000000000006,199.91244750618324
45.5,200.00020364418336
45.6,200.08772747667356
45.7,200.17502016518145
45.800000000000004,200.2620828654269
45.900000000000006,200.34891672735122
46.0,200.43552289514602
46.1,200.52190250728196
46.2,200.60805669653732
46.300000000000004,200.6939865900265
46.400000000000006,200.77969330922835
46.5,200.86517797001432
46.6,200.95044168267646
46.7,201.0354855519554
46.800000000000004,201.12031067706803
46.900000000000006,201.2049181517352
47.0,201.28930906420914
47.1,201.3734844973008
47.2,201.45744552840713
47.300000000000004,201.54119322953804
47.400000000000006,201.6247286673434
47.5,201.70805290313984
47.6,201.7911669929374
47.7,201.8740719874661
47.800000000000004,201.95676893220224
47.900000000000006,202.0392588673948
48.0,202.12154282809152
48.1,202.20362184416487
48.2,202.28549694033796
48.300000000000004,202.3671691362103
48.400000000000006,202.44863944628335
48.5,202.52990887998615
48.6,202.61097844170055
48.7,202.6918491307865
48.800000000000004,202.7725219416071
48.900000000000006,202.8529978635537
49.0,202.9332778810707
49.1,203.01336297368022
49.2,203.0932541160068
49.300000000000004,203.17295227780184
49.400000000000006,203.25245842396802
49.5,203.33177351458346
49.6,203.41089850492594
49.7,203.4898343454968
49.800000000000004,203.56858198204492
49.900000000000006,203.6471423555904
50.0,203.72551640244828
